성과연도,성과고유번호,성과구분,성과명,전담기관 등록(기탁)번호,저널명 OR 성과명(영문) 등,저자 OR 저작자 등,IPC OR 등록기관 등,국내외구분 OR 제조사 등,초록(국문),초록(영문),키워드,유발과제명,과제고유번호,부처명,과제수행기관,연구수행주체,6T분류,과학기술표준분류,연구개발단계,정부연구비,총연구비,당해연구시작일,당해연구종료일
2013,PTO-2013-0025654097,특허,광활성 메티오닌 모사체 표지 단백질 생합성을 위한 메티오닐 tRNA 합성효소 변이체,10-2013-0061895,nan,한국생명공학연구원;,"C12N 9/00,C12N 15/64",대한민국,nan,nan,nan,폐암 치료용 흡입/주사형 핵산 전달시스템,1711005914,미래창조과학부,한국생명공학연구원,출연연구소,유전자 치료기술,유전학/유전공학,응용연구,306000000,306000000,20130701,20140630
2013,PTO-2013-0025654080,특허,EEG (Electroencephalography) 신호 주파수의 상대적 비율의 변화 감지에 의한 간질발작 예측방법,10-2013-0033842,nan,한국과학기술원;,"A61B 5/369,A61B 5/374",대한민국,nan,nan,nan,바이오메디컬 응용을 위한 생체회로 시뮬레이션 IT융합플랫폼기술 개발,1711005054,미래창조과학부,한국과학기술원,대학,기타 정보기술,기타정보/통신,기초연구,500000000,500000000,20130316,20140315
2013,PTO-2013-0025655321,특허,직물전극 키트 및 이를 장착한 동잡음 최소화 의복,10-2013-0106380,nan,"연세대학교 산학협력단, 건국대학교 산학협력단;","A41D 27/00,A61B 5/24",대한민국,nan,nan,nan,자계유도성 전도율 센싱 방식에 기반한 심장박동 측정 의류의 성능 향상 및 디자인 다양화 연구,1711000441,미래창조과학부,연세대학교,대학,의과학·의공학 기술,달리 분류되지 않는 의류,기초연구,198000000,198000000,20130901,20140831
2013,PTO-2013-0025651550,특허,중계기 기반 셀룰러 시스템에서 스펙트럼 재사용을 위한 자원할당방법,10-2013-0013367,nan,서울대학교 산학협력단;,"H04W 72/04,H04W 72/08",대한민국,nan,nan,nan,중첩 Super-WiFi/LTE 셀룰라 네트워크에서 통합 무선자원관리 기법 설계,1345211164,미래창조과학부,서울대학교,대학,4세대 이동통신,이동통신 시스템,기초연구,49140000,49140000,20130501,20140430
2013,PTO-2013-0025651469,특허,임피던스가 조절 가능한 메카트로닉 시스템 및  메카트로닉 시스템의 기계적 임피던스를 조절하는 제어방법,10-2013-0077728,nan,서강대학교산학협력단;,"B25J 9/16,B25J 19/06,B25J 13/00",대한민국,nan,nan,nan,"고속주행로봇을 위한 4족 보행 동물의 상황인지, 주행패턴 및 균형유지방법의 분석 및 알고리즘화 연구",1711005361,미래창조과학부,서강대학교,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,로봇/자동화기계,기초연구,201691000,201691000,20130501,20140430
2013,PTO-2013-0025651638,특허,음향방출기법을 이용한 현장암반의 손상도 추정 시스템 및 그 추정 방법,10-2013-0043017,nan,김진섭;,"G01N 29/14,G16C 10/00",대한민국,nan,nan,nan,공학적방벽 성능향상 기술개발,1345203479,미래창조과학부,한국원자력연구원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,방사성폐기물 처분/관리기술,기초연구,1800000000,1800000000,20130301,20140228
2013,PTO-2013-0025652944,특허,금속 분말 제조장치 및 그 제조방법,10-2013-0098774,nan,KAERI/KBSI;,"B22F 9/04,B22F 9/16,G01L 21/00,F04D 19/04",대한민국,nan,nan,nan,ITER 삼중수소 저장·공급 DU용기 개발 및 시험,1711006841,미래창조과학부,한국원자력연구원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,연료주기기술,기초연구,300000000,300000000,20130201,20140131
2013,PTO-2013-0025651450,특허,베릴륨을 이용한 중성자 발생장치용 표적 및 이를 구비하는 중성자 발생장치,10-2013-0140830,nan,한국원자력연구원;,G21G 4/02,대한민국,nan,nan,nan,고효율 중성자이용 핵물질 핵종분석 기술개발,1711000118,미래창조과학부,한국원자력연구원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,달리 분류되지 않는 핵연료주기/방사성 폐기물 관리기술,응용연구,523000000,523000000,20130601,20140531
2013,PTO-2013-0025651419,특허,스마트워크 환경에서의 얼굴인식기반 사용자인증 기법,10-2013-0122633,nan,순천향대학교 산학협력단;,"H04L 29/06,G06F 21/32,H04L 9/32,H04L 9/08,G06K 9/00",대한민국,nan,nan,nan,안전한 스마트워크 서비스 제공을 위한 보안 기술 개발,1711004707,미래창조과학부,순천향대학교,대학,정보보안 및 암호기술,서비스/응용보안,기초연구,48300000,48300000,20130501,20140430
2013,PTO-2013-0025651302,특허,신장섬유화증 진단 또는 치료용 조성물,10-2013-0041502,nan,경북대학교 산학협력단;,"A61K 38/17,C12Q 1/68,C12N 15/11,A61K 39/395",대한민국,nan,nan,nan,신장 허혈과 재 관류에 의한 신장 염증과 신 기능 저하에 있어서 히스톤 탈 아세틸화 효소의 역할과 남성 호르몬의 영향,1345207988,미래창조과학부,경북대학교,대학,기타 보건의료 관련 응용기술,생리학,기초연구,44996000,44996000,20130501,20140430
2013,PTO-2013-0025496670,특허,무인비행로봇의 인터넷 기반 원격제어 시스템,10-2013-0073020,nan,서울대 산학협력단;,"G05D 1/00,G06F 3/01,G05D 1/02",대한민국,nan,nan,nan,멀티 스케일 다중 전개형 협업 로봇의 설계 및 생산 기술 개발,1345200932,미래창조과학부,서울대학교,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,로봇 설계기술,기초연구,500000000,500000000,20130316,20140315
2013,PTO-2013-0025649725,특허,사용자단말의 콘텐츠 접근 제어에 따른 콘텐츠 분배 방법 및 시스템,10-2013-0075344,nan,고려대학교 산학협력단;,"H04N 21/266,H04N 21/2347",대한민국,nan,nan,nan,속성 기반 공개키 시스템에 관한 연구,1711001921,미래창조과학부,고려대학교,대학,정보보안 및 암호기술,정보보호,기초연구,182000000,182000000,20130901,20140831
2013,PTO-2013-0025662814,특허,능동형 전력제어장치를 구비한 전력공급 시스템,10-2013-0127548,nan,한국항공우주연구원;,"H02J 7/34,H02J 7/35,G05F 1/67",대한민국,nan,nan,nan,고고도 장기체공 전기 동력 무인기 기반기술 연구,1711002915,미래창조과학부,한국항공우주연구원,출연연구소,지능형 자율비행 무인비행기기 시스템(UAV)기술,고정익/회전익 항공기 기체,응용연구,3418305000,3418305000,20130101,20131231
2013,PTO-2013-0025656349,특허,광원 교환형 조명장치,10-2013-0099027,nan,경희대 산학협력단;,"F21K 9/23,F21V 23/02,H01L 33/00,F21Y 115/10",대한민국,nan,nan,nan,1000 °C 환경에 견디는 마이크로 엑스레이용 탄소나노튜브 에미터 기술,1345213421,교육부,경희대학교,대학,기타 보건의료 관련 응용기술,치료/진단기기,기초연구,55626000,55626000,20130501,20140430
2013,PTO-2013-0025676708,특허,지표면 높이를 이용한 지표면 조도 산정 장치 및 방법,10-2013-0019292,nan,경북대학교 산학협력단;,"G01C 5/00,G01C 7/00,E02D 1/02,G06F 17/18",대한민국,nan,nan,nan,GIS를 활용한 BIM기반 강구조물의 직접설계시스템 개발,1345168475,교육과학기술부,경북대학교,대학,기타 정보기술,시설물 설계/해석기술,개발연구,59944000,59944000,20120901,20130831
2013,PTO-2013-0025660989,특허,비바리 비단망사 추출물을 유효성분으로 포함하는 자가면역질환 또는 염증질환의 예방 및 치료용 조성물,10-2013-0009766,nan,제주대학교 산학협력단;,"A61K 36/04,A23L 33/10",대한민국,nan,nan,nan,제주 해양생물 기반 아토피성피부염 개선소재 개발,1711004981,미래창조과학부,제주대학교,대학,기능성 바이오소재 기반기술,미생물/기생생물학,기초연구,112000000,112000000,20130623,20140622
2013,PTO-2013-0025661119,특허,신규한 미세조류 오돈텔라 및 이의 용도,10-2013-0083397,nan,한국생명공학연구원;,"C12N 1/12,C12P 7/64",대한민국,nan,nan,nan,"유전체, 생리·생태적 특성에 기반한 바이오매스 조류개량",9991003796,미래창조과학부,한국생명공학연구원,출연연구소,농업·해양 생물자원의 보존 및 이용기술,유전학/유전공학,기초연구,830000000,830000000,20130901,20140831
2013,PTO-2013-0025661222,특허,"3-브로모-4,5-디하이드록시벤즈알데하이드 화합물을 유효성분으로 포함하는 자가면역질환 또는 염증질환의 예방 및 치료용 조성물",10-2013-0128987,nan,제주대학교;,"A61K 31/11,A61K 9/14,A61K 9/20,A61K 9/48",대한민국,nan,nan,nan,제주 해양생물 기반 아토피성피부염 개선소재 개발,1711004981,미래창조과학부,제주대학교,대학,기능성 바이오소재 기반기술,미생물/기생생물학,기초연구,112000000,112000000,20130623,20140622
2013,PTO-2013-0025661166,특허,식물의 체관 발달 및 형성에 관여하는 PHD 유전자,10-2013-0113544,nan,포항공과대학교 산학협력단;,"C12N 15/82,C07K 14/415",대한민국,nan,nan,nan,바이오매스 생산을 위한 에너지 분배 규명,1711001672,미래창조과학부,포항공과대학교,대학,바이오에너지 기술,분자세포 생물학,기초연구,300000000,300000000,20130901,20140831
2013,PTO-2013-0025660950,특허,인공 sRNA 구조,10-2013-0011378,nan,한국과학기술원;,C12N 15/113,대한민국,nan,nan,nan,지능형 바이오시스템 구성 고기능 바이오부품/소자 및 분자공학기술 개발,1711005851,미래창조과학부,한국생명공학연구원,출연연구소,유전체기반 기술,생화학/구조생물학,기초연구,1680000000,1680000000,20130901,20140831
2013,PTO-2013-0025660849,특허,"철-치환 혼종다종산이 함침된 메조포러스 셀 형태, 그 제조방법 및 그를 이용한 이산화탄소 분리방법",10-2013-0087376,nan,한국에너지기술연구원;,"C01G 49/00,C01G 41/00,B01D 53/62",대한민국,nan,nan,nan,에너지 집약형 비수계 CO2 포집 공정 기술개발,1345202341,미래창조과학부,한국에너지기술연구원,출연연구소,대기오염물질 저감 및 제거기술,분리/정제기술,개발연구,980000000,980000000,20130601,20140531
2013,PTO-2013-0025493553,특허,정수압 ECAP 공정에 의한 금속 재료의 제조 방법,10-2013-0006696,nan,서울대학교산학협력단;,"C22F 3/00,C22F 1/18",대한민국,nan,nan,nan,지속가능성을 위한 하이브리드 재료,1345212251,교육부,서울대학교,대학,나노전자 소자기술,기타 재료,응용연구,858500000,858500000,20130101,20130831
2013,PTO-2013-0025496889,특허,FK506 결합 단백질 융합 단백질을 함유하는 다낭신 예방 및 치료용 약학 조성물,10-2013-0066879,nan,한림대학교 산학협력단;,"A61K 38/08,A61K 38/10,A61K 38/16,C07K 7/06,C07K 7/08,C07K 14/00,C12N 15/62,A61P 13/12",대한민국,nan,nan,nan,생명공학연구소,9991000929,교육부,한림대학교,대학,기능성 바이오소재 기반기술,분자세포 생물학,응용연구,585000000,660600000,20130901,20140831
2013,PTO-2013-0025493413,특허,이산화티타늄-그래핀 다공성 나노섬유 제조방법 및 이를 이용한 염료감응형 태양전지,10-2013-0067066,nan,서울대학교산학협력단;,"D01F 9/10,D01D 5/00,D01D 10/02,B01J 35/06,B82Y 40/00,H01L 31/04",대한민국,nan,nan,nan,에너지환경 화학융합기술,1345212239,교육부,서울대학교,대학,나노 신기능 분자합성기술,유기화학,응용연구,520500000,520500000,20130101,20130831
2013,PTO-2013-0025493403,특허,"균일한 기공 구조의 전이금속-탄소 복합체에 담지된 귀금속 담지 촉매, 그 제조 방법 및 상기 촉매를 이용하여 숙신산으로부터 1,4-부탄디올과 디메틸숙시네이트의 혼합물을 제조하는 방법",10-2013-0032491,nan,서울대학교산학협력단;,"B01J 37/03,B01J 23/40,B01J 35/10,C07C 67/62",대한민국,nan,nan,nan,에너지환경 화학융합기술,1345212239,교육부,서울대학교,대학,나노 신기능 분자합성기술,유기화학,응용연구,520500000,520500000,20130101,20130831
2013,PTO-2013-0025650504,특허,"내분비 인자 스크리닝 장치, 및 이를 이용한 내분비 인자 스크리닝 방법",10-2013-0060661,nan,이화여자대학교 산학협력단;,"C12Q 1/02,G01N 35/08,C12M 1/34",대한민국,nan,nan,nan,종양 진화 온어칩,1711004848,미래창조과학부,이화여자대학교,대학,바이오칩 개발기술,바이오칩,기초연구,100000000,100000000,20130501,20140430
2013,PTO-2013-0025650426,특허,트리플 또는 멀티플 코어 구조를 포함하는 유기발광 소자용 화합물 및 이를 채용한 유기발광 소자,10-2013-0004064,nan,가톨릭대학교 산학협력단;,"C09K 11/06,H01L 51/50",대한민국,nan,nan,nan,분자 정밀제어 융합기술을 이용한 미래형 파이전자 재료시스템 연구,1345203576,미래창조과학부,가톨릭대학교,대학,나노 신기능 분자합성기술,정밀화학,기초연구,304000000,304000000,20130501,20140430
2013,PTO-2013-0025650364,특허,백혈병 진단용 조성물,10-2013-0083804,nan,가천대학교 산학협력단;,"C12Q 1/68,G01N 33/68,C12N 15/11",대한민국,nan,nan,nan,TrkC에 의해 cancer enviroment 변화로 인한 유방암 암줄기세포 형성 기전 규명,1345198738,미래창조과학부,가천대학교,대학,생명현상 및 기능연구,줄기세포생물학,기초연구,89000000,89000000,20130501,20140430
2013,PTO-2013-0025655411,특허,질화물 반도체 소자 및 그 제조방법,10-2013-0124511,nan,경북대학교 산학협력단;,"H01L 29/778,H01L 29/66,H01L 29/20,H01L 29/423",대한민국,nan,nan,nan,AlGaN/GaN기반의 차세대 대전력/고효율 전력 소자 및 인버터/컨버터 IC 개발,1345197859,미래창조과학부,경북대학교,대학,집적회로기술,화합물소자,기초연구,300000000,300000000,20130501,20140430
2013,PTO-2013-0025655391,특허,siRNA 전달을 위한 히알루론산-콜레스테롤 나노파티클 및 이를 포함하는 조성물,10-2013-0107541,nan,한국과학기술연구원;,"A61K 47/50,B82Y 5/00",대한민국,nan,nan,nan,PET용 프로브 발굴 원천 기술 개발 및 전임상 스크리닝,1711004126,미래창조과학부,경북대학교,대학,생명현상 및 기능연구,의약품/의약품개발,응용연구,627000000,627000000,20130701,20140630
2013,PTO-2013-0025725911,특허,누수 및 결로로 인한 통신장애 및 기계적 오류를 보완한 직접 디지털 제어기기 및 건물용 시스템,10-2013-0066809,nan,주식회사신영정보기술;,"H02B 1/28,H02B 1/56,H02B 15/00,H05K 7/20,G01W 1/11",대한민국,nan,nan,nan,자외선 검출방식 불꽃감지기 개발 및 화재감시 시스템 통합을 위한 건물자동화 시스템 네트워크 기술 개선,1425081980,중소기업청,(주)신영정보기술,중소기업,기타 정보기술,System Integration,개발연구,50000000,66775000,20130801,20140430
2013,PTO-2013-0025725852,특허,친환경 폴리우레탄 바닥재 제조방법,10-2013-0119006,nan,광진산업(주);,"B29B 7/24,B29B 7/12,B29B 7/28,B29D 7/00,B29K 75/00",대한민국,nan,nan,nan,친환경 탄성 폴리우레탄 바닥재의 제조현장 녹색화를 위한 자동화 공정 Process 개발,1425076097,중소기업청,광진산업(주),중소기업,기타 환경기반기술,공정설비기술,개발연구,170000000,227000000,20121101,20131031
2013,PTO-2013-0025725622,특허,알카리 가수분해에 의한 동물사체 처리 방법 및 장치,10-2013-0034828,nan,주식회사에스티아이;,"B09B 3/00,C05F 1/00,F23G 1/00,B01F 7/02,B01F 11/02,B08B 3/02,C02F 1/66,F26B 9/08",대한민국,nan,nan,nan,폐기 축산물의 친환경적 처리를 위한 유해물 배출 zero 수분 해장 시스템 기술 개발,1425072466,중소기업청,한국과학기술정보연구원,출연연구소,폐기물 처리 및 활용기술,유해폐기물 처리/처분기술,개발연구,217000000,291000000,20120625,20130624
2013,PTO-2013-0025488132,특허,운용효율을 개선한 수경재배기,10-2013-0030059,nan,㈜태종;,A01G 31/06,대한민국,nan,nan,nan,고기능성 작물생장용 신광원을 이용한 한국형 자동화 식물공장 시스템 개발,1415132955,산업통상자원부,(주)태종,중소기업,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,달리 분류되지 않는 광응용기기,개발연구,280000000,373400000,20130501,20140430
2013,PTO-2013-0025472442,특허,다분기 파이프 일체 사출 방법 및 이를 이용한 플라스틱 파워트레인 배관라인,10-2013-0031757,nan,한일튜브㈜;,"B29C 45/17,B29C 45/27,B29C 45/77,B29D 23/00,F16L 41/00",대한민국,nan,nan,nan,워터 인젝션 기술(WIT)을 이용한 디젤 엔진용 플라스틱 일체형 냉각시스템 개발,1415132664,산업통상자원부,한일튜브㈜,중견기업,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,자동차/철도차량,개발연구,660000000,880000000,20130501,20140430
2013,PTO-2013-0025472806,특허,이종접합 커버유리 및 그 제조방법과 이를 구비한 태양광 모듈,10-2013-0039660,nan,한국생산기술연구원;,"H01L 31/048,H01L 31/049,B32B 17/10,B32B 7/12,C09J 123/08",대한민국,nan,nan,nan,이종접합 커버 유리를 사용한 지붕형 태양광 발전시스템용 경량 태양광 모듈 개발,1415132710,산업통상자원부,에스디엔㈜,중소기업,기타 에너지기술,태양광,개발연구,350000000,467000000,20130501,20140430
2013,PTO-2013-0025486322,특허,리튬폴리머 배터리용 충전기,10-2013-0033964,nan,(주)파워엔지니어링;,"H02J 7/00,H01M 10/0525",대한민국,nan,nan,nan,해양자원기반 소용량 에너지 관리 기술 개발,1711006607,미래창조과학부,파워엔지니어링,중소기업,미활용 에너지 이용기술,달리 분류되지 않는 신재생에너지,기초연구,700000000,933340000,20130601,20140531
2013,PTO-2013-0025489358,특허,자성나노입자-SAMiRNA 복합체 및 그 제조방법,10-2013-0005335,nan,(주)바이오니아;,"A61K 9/16,A61K 47/48,A61K 31/7105,A61K 31/7088",대한민국,nan,nan,nan,표적지향성 전달체를 이용한 siRNA 암 유전자치료제 개발,1415129845,산업통상자원부,(주)바이오니아,중소기업,유전자 치료기술,유전자의약품,기타,302500000,405000000,20130701,20140630
2013,PTO-2013-0025434764,특허,초전도 선재 및 초전도 선재 형성방법,10-2013-0005391,nan,(주)서남;,H01B 12/00,대한민국,nan,nan,nan,자속고정점(flux-pinning) 페로브스카이트형 초미세/다성분 금속산화물 나노구조체 제조,1415131734,다부처,(주)서남,중소기업,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",세라믹재료,개발연구,310000000,415000000,20131001,20140930
2013,PTO-2013-0025726062,특허,"아크 플래시 감지를 통해 차단 기능을 가지는 고압배전반, 저압배전반, 전동기제어반 및 분전반",10-2013-0065881,nan,주식회사다인산전;,"H02B 13/025,H02B 1/24,G01R 31/12,H02H 7/22,G01R 31/50",대한민국,nan,nan,nan,수배전반 아크플래시 지능형 차단제어 시스템 개발,1425069844,중소기업청,한국전기안전공사전기안전연구원,대기업,기타 정보기술,중전기기,개발연구,250000000,267000000,20110601,20120531
2013,PTO-2013-0025717522,특허,"들깨싹 추출물, 유채싹 추출물, 또는 이들의 혼합물을 포함하는 기능성 식품 조성물 및 이의 제조방법",10-2013-0084523,nan,애경산업(주)중앙연구소;,"A23L 33/10,A23P 10/20,A23L 19/00",대한민국,nan,nan,nan,면역 강화 및 조혈 증진 효능을 가지는 항암 치료 후 부작용 개선 식품 개발,1545006320,농림축산식품부,애경산업주식회사,중견기업,식품생명공학기술,기능성식품,개발연구,100000000,200000000,20130819,20140818
2013,PTO-2013-0025651080,특허,시간-디지털 변환기,10-2013-0068488,nan,연세대학교 산학협력단;,"H03K 5/13,H03L 7/00,H03M 1/10",대한민국,nan,nan,nan,컴퓨터 보조 수술(Computer Assist Surgery)을 위한 초정밀 공간 위치추적 송수신기 연구,9991002597,교육부,연세대학교,대학,기타 정보기술,SoC,기초연구,60630000,60630000,20130901,20140831
2013,PTO-2013-0025723579,특허,오이의 품종을 식별하기 위한 다형성 마커,10-2013-0069673,nan,동국대학교산학협력단;,"C12Q 1/68,C12N 15/11",대한민국,nan,nan,nan,내병성 분자마커 개발 및 품종 육성,1545006290,농림축산식품부,(주)동부팜한농,대기업,기타기초·기반기술,원예작물과학,개발연구,60000000,160000000,20130410,20140409
2013,PTO-2013-0025723574,특허,오메가-3을 첨가한 저지방 닭가슴살 치킨너겟의 제조방법,10-2013-0075915,nan,(주)마니커에프앤지;,"A23L 13/50,A23L 13/70,A23L 27/20,A23L 5/10,A23P 20/10",대한민국,nan,nan,nan,사업단 운영 및 성과 관리,1545006095,농림축산식품부,건국대학교 산학협력단,대학,기타 농업·해양·환경 응용기술,축산물 위생/품질관리,개발연구,80000000,114500000,20130120,20140119
2013,PTO-2013-0025650833,특허,세포 내 병원성 세균 감염증 예방 또는 치료용 조성물,10-2013-0020258,nan,전남대학교 산학협력단;,"A61K 48/00,C12N 15/11",대한민국,nan,nan,nan,핵수용체에 의한 대사조절 네트워크 연구,1345199316,미래창조과학부,전남대학교,대학,난치성 질환 치료기술,분자세포 생물학,응용연구,545000000,545000000,20130301,20140228
2013,PTO-2013-0025655644,특허,안토시아닌 및 GABAB 수용체 작용제를 유효성분으로 포함하는 신경질환 치료제,10-2013-0082429,nan,경상대학교산학협력단;,"A61K 31/7048,A61K 31/195,A61K 31/22,A61P 25/00",대한민국,nan,nan,nan,"치매(뇌기능항진 조절) 치료 천연신물질 소재개발, 나노담체 적합형 약물 기술개발",1345201064,미래창조과학부,경상대학교,대학,기타 보건의료 관련 응용기술,시스템통합조절 신경생물,응용연구,350000000,475000000,20130301,20140228
2013,PTO-2013-0025650752,특허,육불화황 처리 시스템,10-2013-0060565,nan,한국원자력연구원;,"B01D 53/32,B01D 53/68,C01B 7/19,C01B 17/02",대한민국,nan,nan,nan,방사선융합 중전기기의 SF6 가스 처리기술 개발,1711004984,미래창조과학부,한국원자력연구원,출연연구소,대기오염물질 저감 및 제거기술,방사선기술,응용연구,400000000,400000000,20130301,20140228
2013,PTO-2013-0025650813,특허,유전자가 접합된 마이크로비드 및 겔 매트릭스를 이용한 무세포 단백질 발현 및 동소 고정화 방법,10-2013-0011153,nan,충남대학교산학협력단;,"C07K 1/04,C40B 40/10,C40B 50/16",대한민국,nan,nan,nan,고부가가치 당화합물 발굴 및 생산을 위한 생물전환공정의 나노-바이오 융합기술개발,1711005188,미래창조과학부,서울대학교,대학,생물공정 기술,생물공학,응용연구,392000000,392000000,20130701,20140630
2013,PTO-2013-0025650878,특허,방사선을 이용한 마이크로어레이 칩 제조방법,10-2013-0167257,nan,한국원자력연구원;,"G01N 33/48,G01N 35/00",대한민국,nan,nan,nan,방사선 이용 외부자극 응답성 소재 제조기술 개발,1345198820,미래창조과학부,한국원자력연구원,출연연구소,계면 혹은 표면의 나노구조화기술,방사선 공업/환경 이용기술,응용연구,800000000,800000000,20130301,20140228
2013,PTO-2013-0025650877,특허,망막의 ON/OFF 이극세포 선택적 유전자 발현 방법,10-2013-0091597,nan,한국과학기술연구원;,"C12N 15/85,C12N 5/079,A61K 35/30",대한민국,nan,nan,nan,광유전자 기법을 이용한 시각 기능 복원 망막보철 기술 개발,1345202063,미래창조과학부,한국과학기술연구원,출연연구소,유전자 치료기술,신체기능 복원기기,기초연구,25000000,25000000,20130218,20130731
2013,PTO-2013-0025650740,특허,비휘발성 버퍼 캐시와 비휘발성 스토리지를 위한 통합 데이터 관리 장치 및 방법,10-2013-0074464,nan,이화여자대학교 산학협력단;,"G06F 12/02,G06F 12/06,G06F 12/08,G06F 13/00",대한민국,nan,nan,nan,프로그램 특성 분석에 기반한 스마트 디바이스용 임베디드 운영체제 설계,1711001761,미래창조과학부,이화여자대학교,대학,멀티미디어 단말기 및 운영체계기술,소프트웨어,기초연구,300000000,300000000,20130901,20140831
2013,PTO-2013-0025661142,특허,X선 CT 영상을 이용한 시멘트 기반 재료의 기포간격계수 측정방법,10-2013-0096391,nan,연세대학교 산학협력단;,"G01N 23/04,G01N 33/38,G06T 11/00,C04B 28/02",대한민국,nan,nan,nan,CO2 저장량 최적화 및 증대를 위한 다중 스케일 평가기술 개발,1345198357,미래창조과학부,연세대학교,대학,기타 에너지기술,달리 분류되지 않는 건설시공/재료,기초연구,280000000,280000000,20130601,20140531
2013,PTO-2013-0025650991,특허,다중 영역 영상 분할 방법 및 그 장치,10-2013-0145376,nan,중앙대학교 산학협력단;,"G06T 7/11,G06K 9/46",대한민국,nan,nan,nan,4차원 의료영상 분석 : 동적 조형증강 MRI영상 분석에 적용,9991005843,미래창조과학부,중앙대학교,대학,기타 정보기술,임상의학,기초연구,49974000,49974000,20130501,20140430
2013,PTO-2013-0025651447,특허,수소 및 방사선 통합 센서 시스템,10-2013-0112005,nan,한국원자력연구원;,"G01T 1/16,G01T 1/17",대한민국,nan,nan,nan,원전 안전계측을 위한 내방사선 온도분포센서 핵심기술개발,1711002433,미래창조과학부,한국원자력연구원,출연연구소,집적회로기술,원자력 계측/제어 기술,응용연구,780000000,780000000,20131201,20141130
2013,PTO-2013-0025658482,특허,3축 프로브 포지셔닝 장치,10-2013-0139179,nan,한국표준과학연구원;,"G01R 29/08,H01Q 1/12",대한민국,nan,nan,nan,기반측정표준확립 및 교정측정능력 향상,1711007771,미래창조과학부,한국표준과학연구원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,측정표준/시험평가기술,기초연구,9280000000,9280000000,20130101,20131231
2013,PTO-2013-0025651823,특허,편도줄기세포를 이용하여 부갑상선 호르몬을 생산하는 방법,10-2013-0045033,nan,이화여자대학교 산학협력단;,"C12N 5/073,C12N 5/0775,C12P 21/04,C07K 14/575",대한민국,nan,nan,nan,부갑상선 자가 이식을 위한 스캐폴드의 개발,1345205095,교육부,이화여자대학교,대학,생체조직 재생기술,치료/진단기기,기초연구,34290000,34290000,20130901,20140831
2013,PTO-2013-0025661381,특허,이산화탄소 흡착용 활성 카본에어로겔의 제조방법,10-2013-0151469,nan,인하대학교 산학협력단;,"B01J 20/28,B01J 20/30,B01J 20/04",대한민국,nan,nan,nan,"상온, 상압용 이산화탄소 포집을 위한 탄소기반 흡착소재 개발",1711000971,미래창조과학부,인하대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",기타 재료,기초연구,350000000,350000000,20130601,20140531
2013,PTO-2013-0025651548,특허,데이터베이스 암호화 방법 및 이의 실시간 검색 방법,10-2013-0070095,nan,세명대학교;,"G06F 21/62,G06F 16/2455,G06F 40/00",대한민국,nan,nan,nan,프라이버시 보존 전자의료정보 데이타베이스 구축을 위한 연구,9991001104,교육부,세명대학교,대학,정보검색 및 DB기술,정보보호,기초연구,29700000,29700000,20130901,20140831
2013,PTO-2013-0025654676,특허,수중위치 추정 시스템 및 방법,10-2013-0154230,nan,광주과학기술원;,"G01S 5/18,G01S 1/74,G01S 11/14,G01H 3/12,G01P 5/02",대한민국,nan,nan,nan,한-러 극동협력 MT-IT 융합기술 국제 공동 개발 및 산업화 지원센터 구축,1345200670,미래창조과학부,광주과학기술원,대학,기타 네트워크기술,광대역 통합망,응용연구,563000000,793000000,20130701,20140630
2013,PTO-2013-0025654628,특허,전기 반응성 엑츄에이터,10-2013-0051822,nan,포항공과대학교 산학협력단;,"H01L 41/09,H01L 41/193,H02N 2/00",대한민국,nan,nan,nan,고온 연료전지에 사용가능한 고분자 전해질/이온성 액체 나노구조체 개발,1711006788,미래창조과학부,포항공과대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",고분자화학,기초연구,100000000,100000000,20130501,20140430
2013,PTO-2013-0025724382,특허,낮은 전압 스트레스의 스위칭 트랜지스터를 가지는 단일단 비대칭 LLC 공진형 컨버터 장치 및 방법,10-2013-0062846,nan,인하대학교산학협력단;,"H02M 3/335,H02M 1/42,H02M 1/08,H02M 1/00",대한민국,nan,nan,nan,고성능 LED 조명용 모듈 핵심기술개발 연구,1415128836,미래창조과학부,인하대학교 산학협력단,대학,기타 정보기술,디스플레이,기타,720000000,1179580000,20130101,20131231
