성과연도,성과고유번호,성과구분,성과명,전담기관 등록(기탁)번호,저널명 OR 성과명(영문) 등,저자 OR 저작자 등,IPC OR 등록기관 등,국내외구분 OR 제조사 등,초록(국문),초록(영문),키워드,유발과제명,과제고유번호,부처명,과제수행기관,연구수행주체,6T분류,과학기술표준분류,연구개발단계,정부연구비,총연구비,당해연구시작일,당해연구종료일
2013,PTO-2013-0025714527,특허,해저 심부에서 발생하는 이산화탄소의 유출 감시를 위한 동영상 촬영 시스템 및 방법,10-2013-0148572,nan,한국지질자원연구원;,"G01V 8/10,G01B 11/00",대한민국,nan,nan,nan,심지층을 활용한 CO2 지중저장 및 녹색에너지자원 확보기술 개발,1711009424,미래창조과학부,한국지질자원연구원,출연연구소,기타 에너지기술,지구물리학,개발연구,6591000000,6591000000,20130101,20131231
2013,PTO-2013-0025652959,특허,졸-겔 공정을 이용한 희토류계 질화물의 제조방법,10-2013-0137671,nan,한국기계연구원;,"C01B 21/06,C01F 17/00",대한민국,nan,nan,nan,저온 자기냉각용 고효율 자기열량재료 연구,1711006012,미래창조과학부,한국기계연구원부설 재료연구소,출연연구소,기타 에너지기술,금속재료,기초연구,255000000,255000000,20130701,20140630
2013,PTO-2013-0025650913,특허,롤투롤 인쇄 시스템의 로드셀 캘리브레이션 장치,10-2013-0069961,nan,건국대학교 산학협력단;,"B41J 15/16,B65H 23/04",대한민국,nan,nan,nan,건국대학교-VTT 공동 연구를 통한 다층 유연 전자소자 인쇄기술개발,1711003006,미래창조과학부,건국대학교,대학,기타 정보기술,열/표면처리,개발연구,540000000,570000000,20130901,20140831
2013,PTO-2013-0025655722,특허,지질 대사체를 포함하는 방사선 피폭 진단용 바이오마커 조성물 및 이를 이용한 진단방법,10-2013-0164166,nan,한국원자력의학원;,"G01N 33/92,G01N 27/62",대한민국,nan,nan,nan,방사선 생체 대사 산물 검색과 활용 기술 개발,1711004698,미래창조과학부,한국원자력의학원,출연연구소,생명현상 및 기능연구,방사선 의학/의공학 기술,기초연구,790000000,790000000,20130301,20140228
2013,PTO-2013-0025714389,특허,산사태 발생면 가변형 토조 실험장치,10-2013-0047329,nan,한국지질자원연구원;,"G01M 99/00,G01M 10/00,E02D 1/02,E02D 33/00",대한민국,nan,nan,nan,광산개발에 따른 지질환경재해 확산제어 기술 개발,1711009423,미래창조과학부,한국지질자원연구원,출연연구소,자연환경·오염토양·지하수의 정화·복원기술,산사태발생 분석/예측,응용연구,2423000000,2423000000,20130101,20131231
2013,PTO-2013-0025651984,특허,차량용 전자식 솔레노이드 구조의 진동특성 평가방법,10-2013-0095892,nan,공주대학교 산학협력단;,"G01M 15/12,G01M 13/003,G01M 17/007,G01H 17/00",대한민국,nan,nan,nan,자동차 가변용량식 압축기용 ECV(전자제어식솔레노이드밸브) 개발,1345211595,교육부,공주대학교(천안공과대학),대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,공조기술,개발연구,200000000,273000000,20130401,20140331
2013,PTO-2013-0025660875,특허,"백금촉매의 제조방법, 이에 의해서 제조된 산소환원반응용 백금촉매 및 이를 포함하는 양성자 교환막 연료전지",10-2013-0044499,nan,고려대학교 산학협력단;,"B01J 37/16,B01J 37/34,B01J 23/42,B01J 21/18,H01M 4/90",대한민국,nan,nan,nan,신개념 유무기 분자에너지 하이브리드 기술,1711002816,미래창조과학부,고려대학교세종캠퍼스,대학,에너지소재 기술,신재생에너지,기초연구,610000000,610000000,20130901,20140831
2013,PTO-2013-0025653662,특허,"초음파 트랜스듀서, 초음파 의료영상 장치 및 이를 이용한 3차원 초음파 영상 생성 방법",10-2013-0105869,nan,서강대학교산학협력단;,"A61B 8/00,B06B 1/06,H04R 17/00",대한민국,nan,nan,nan,고성능 유방 3차원 초음파 영상 시스템 개발,1711005816,미래창조과학부,서강대학교,대학,의과학·의공학 기술,치료/진단기기,개발연구,920000000,1226667000,20130701,20140630
2013,PTO-2013-0025652174,특허,격납건물의 냉각수 스프레이 시스템,10-2013-0034872,nan,한국원자력연구원;,"G21C 15/18,G21C 9/00",대한민국,nan,nan,nan,휘발성 방사성물질 화학거동 규명 및 안정화 기술 개발,1345203291,미래창조과학부,한국원자력연구원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,원자력 안전기술,기초연구,480000000,480000000,20130301,20140228
2013,PTO-2013-0025652164,특허,릴레이 공격 방어를 위한 디바이스 인증 방법 및 이를 위한 디바이스,10-2013-0126959,nan,아주대학교산학협력단;,"H04L 9/32,G10L 17/14,H04L 9/30,H04L 12/22",대한민국,nan,nan,nan,모바일 플랫폼에서의 안전한 협업 시스템 구축,1345199383,교육부,아주대학교,대학,정보보안 및 암호기술,서비스/응용보안,기초연구,54000000,54000000,20130501,20140430
2013,PTO-2013-0025652022,특허,광섬유 비공진 스캐닝 방식의 내시현미경 프로브,10-2013-0031131,nan,KAIST;,"A61B 1/07,G01Q 90/00",대한민국,nan,nan,nan,생체 내 조직 영상획득 및 진단을 위한 다중모드 내시현미경 시스템 개발,9991000892,미래창조과학부,한국과학기술원,대학,기타 보건의료 관련 응용기술,측정표준/시험평가기술,기초연구,77211000,77211000,20130901,20140831
2013,PTO-2013-0025660833,특허,이속사졸을 중심구조로 갖는 신규 화합물 및 이를 함유하는 당뇨병 치료용 약학 조성물,10-2013-0105411,nan,서울대학교산학협력단;,"C07D 261/08,C07D 261/14,A61K 31/42",대한민국,nan,nan,nan,항암제 도출을 위한 단백질 상호작용 조절 물질 개발,1711002405,미래창조과학부,서울대학교,대학,생명현상 및 기능연구,의약/조합 화학,기초연구,150000000,150000000,20130901,20140831
2013,PTO-2013-0025653803,특허,그래핀 소자 및 그의 제조방법,10-2013-0020594,nan,서울대학교 산학협력단;,"H01L 29/16,H01L 29/772,H01L 29/51",대한민국,nan,nan,nan,강한 스핀궤도 상호작용을 가진 저차원 반도체의 켜쌓기 성장,1711005788,미래창조과학부,서울대학교,대학,기타 나노소재기술,반도체,기초연구,97000000,97000000,20130501,20140430
2013,PTO-2013-0025653698,특허,해수용 금속 합금의 표면 개질 방법,10-2013-0111775,nan,목포해양대학교 산학협력단;,"B24C 1/10,C22C 9/01",대한민국,nan,nan,nan,조류 발전용 블레이드의 내구성 향상 기술 개발,1345211671,교육부,목포해양대학교,대학,기타 에너지기술,부/방식기술,개발연구,180000000,234264000,20130401,20140331
2013,PTO-2013-0025653693,특허,무창 공간을 위한 동적 조명제어 시스템,10-2013-0049177,nan,공주대학교 산학협력단;,H05B 45/00,대한민국,nan,nan,nan,사용자의 에너지 소비패턴을 적용한 RTP요금제 기반 지능형 에너지 그리드 반응 시스템,1345198302,교육부,공주대학교,대학,기타 정보처리시스템 및 S/W 기술,홈네트워크 응용/서비스기술,기초연구,49923000,49923000,20130501,20140430
2013,PTO-2013-0025662703,특허,단층 영상 생성 방법 및 단층 영상 생성 장치.,10-2013-0069201,nan,KAIST;,"G06T 11/00,G06T 5/00,G06T 5/10,G01N 23/04",대한민국,nan,nan,nan,인간질환연구를 위한 차세대 광학 바이오 이미징 시스템 개발,1711005595,미래창조과학부,한국과학기술원,출연연구소,의과학·의공학 기술,바이오이미징,기초연구,300000000,300000000,20130101,20131231
2013,PTO-2013-0025001969,특허,"박테리오파지 T10-1, MY-1 및 이를 포함하는 채소 무름병 방제용 조성물",10-2013-0012010,nan,농촌진흥청;,"C12N 7/00,A01N 63/02",대한민국,nan,nan,nan,세균의 천적 박테리오파지를 이용한 식중독균 제어법 개발,1395032413,농촌진흥청,국립농업과학원,국공립연구소,기타 농업·해양·환경 응용기술,식물미생물 생명공학,응용연구,45000000,45000000,20130131,20131231
2013,PTO-2013-0025652496,특허,탄소 화이버 상에 성장한 나노 구조체를 포함하는 복합 재료의 형성 방법 및 이를 이용하여 형성한 나노 구조체를 포함하는 복합 재료,10-2013-0129665,nan,국립대학법인 울산과학기술대학교 산학협력단;,"B82B 3/00,B82B 1/00,B32B 27/06",대한민국,nan,nan,nan,나노소재로 표면개질된 다기능성 탄소섬유 열가소성 복합재 연구,1345211533,교육부,울산과학기술대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",고분자재료,기초연구,180000000,246300000,20130401,20140331
2013,PTO-2013-0025197298,특허,포도 품종 판별용 SCAR 프라이머 세트 및 이를 이용한 포도 품종 판별 방법,10-2013-0107553,nan,농촌진흥청;,"C12N 15/11,C12Q 1/68",대한민국,nan,nan,nan,장·핵과류 품종인증을 위한 품종판별용 DNA 표지 개발,1395033223,농촌진흥청,국립원예특작과학원,국공립연구소,유전자 변형 생물체 개발기술,농생물학,응용연구,59000000,59000000,20130101,20131231
2013,PTO-2013-0025244691,특허,식물 병원균 방제 효과를 가지는 바실러스 속 CNU-BA-2 균주 및 이의 용도,10-2013-0005157,nan,충남대학교 산학협력단;,"C12N 1/20,C12R 1/07,A01N 63/22",대한민국,nan,nan,nan,억새 EST 기반 바이오매스 증가 품종 육성을 위한 분자마커 개발 및 활용,1395030240,농촌진흥청,충남대학교,대학,농업·해양 생물자원의 보존 및 이용기술,식량작물과학,기초연구,70000000,70000000,20130101,20131231
2013,PTO-2013-0025411475,특허,상시 대향류 열교환기를 갖는 히트펌프 시스템,10-2013-0106042,nan,대한공조(주);,"F25B 30/02,F25B 27/02,F25B 41/00",대한민국,nan,nan,nan,고온수 제조 히트펌프 유니트 설계 및 성능향상 기술연구,1395031543,농촌진흥청,대한공조(주),중소기업,기타 에너지기술,지열,개발연구,150000000,150000000,20130101,20131231
2013,PTO-2013-0025001956,특허,곤충 글라이코자미노글라이칸 유래 헤파린 단편 및 이의 제조 방법,10-2013-0030546,nan,농촌진흥청;,"C12P 19/04,A61K 31/715,C08B 37/00",대한민국,nan,nan,nan,곤충 프로테오글라이칸의 순환기 개선물질 약리독성연구,1395030350,농촌진흥청,국립농업과학원,국공립연구소,생명공학 산물 안전성 및 유효성 평가기술,곤충 생명공학,응용연구,83000000,83000000,20130101,20131231
2013,PTO-2013-0025649464,특허,생물체 배양용기,10-2013-0136092,nan,(주)한국과기산업;,"C12M 1/24,C12M 1/00",대한민국,nan,nan,nan,씨감자 대량생산 파일롯 시스템 개발,1395034918,다부처,주식회사한국과기산업,중소기업,농업·해양 생물자원의 보존 및 이용기술,식량작물 재배/생산,개발연구,170000000,227300000,20130725,20131231
2013,PTO-2013-0025650146,특허,나선형 보강재에 의한 무량판 전단보강 시스템,10-2013-0131476,nan,"공주대 산학협력단, 한국토지주택공사;","E04C 5/06,E04B 5/43,E04B 5/32",대한민국,nan,nan,nan,전기로 산화슬래그 골재를 활용한 콘크리트의 구조부재 적용성 평가 및 설계법 개발,9991000953,교육부,공주대학교,대학,폐기물 처리 및 활용기술,건축,기초연구,60630000,60630000,20130901,20140831
2013,PTO-2013-0025652321,특허,산화제를 이용한 우라늄 발광검출법,10-2013-0020850,nan,한국원자력연구원;,"G01N 21/76,G01T 1/10,G01N 21/64,G01T 1/16",대한민국,nan,nan,nan,악티나이드 화학종 규명 연구,1345201157,미래창조과학부,한국원자력연구원,출연연구소,기타 에너지기술,방사화학/악티나이드 화학기술,기초연구,1100000000,1100000000,20130301,20140228
2013,PTO-2013-0025652282,특허,패턴 형성 장치,10-2013-0024781,nan,성균관대학교산학협력단;,"D01D 5/00,B82Y 40/00",대한민국,nan,nan,nan,용액공정 그라핀 하이브리드 소재 개발을 통한 유기태양전지용 유연투명전극 개발,9991005147,교육부,성균관대학교(자연과학캠퍼스),대학,나노화학 공정기술,나노소재 가공기술,기초연구,59995000,59995000,20130501,20140430
2013,PTO-2013-0025676536,특허,탄소나노튜브로 코팅된 인산유리섬유를 포함하는 다중채널 신경도관 및 그의 제조방법,10-2013-0081731,nan,단국대학교천안캠퍼스산학협력단;,"A61L 27/38,A61L 27/30,A61L 27/08,A61F 2/04,A61L 27/10",대한민국,nan,nan,nan,유도만능 줄기세포와 삼차원 나노구조 통로 및 재생 인자 복합체를 이용한 손상된 말초신경의 재생,1345176975,교육과학기술부,단국대학교(천안캠퍼스),대학,뇌신경과학 연구,신경재생 및 사멸,기초연구,59999000,59999000,20120901,20130831
2013,PTO-2013-0025654641,특허,360도 반사형 아날로그 위상 천이기,10-2013-0106156,nan,충남대학교산학협력단;,"H01P 1/18,H01P 5/18,H01P 5/22",대한민국,nan,nan,nan,평판형 복합공진기를 이용한 저위상잡음 전압제어발진기의 설계,1711004546,교육부,충남대학교,대학,집적회로기술,복합 부품,기초연구,51870000,51870000,20130501,20140430
2013,PTO-2013-0025651492,특허,일자형 기밀 밸브,10-2013-0034628,nan,이민수;,"G21C 13/028,G21C 19/02,F16K 7/14",대한민국,nan,nan,nan,공학적방벽 성능향상 기술개발,1345203479,미래창조과학부,한국원자력연구원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,방사성폐기물 처분/관리기술,기초연구,1800000000,1800000000,20130301,20140228
2013,PTO-2013-0025651377,특허,그래핀 나노복합체 에어로젤의 제조방법 및 상기 제조방법으로 얻어진 그래핀 나노복합체 에어로젤,10-2013-0127808,nan,영남대학교 산학협력단;,"C01B 32/182,B82B 1/00,B82B 3/00",대한민국,nan,nan,nan,촉매 및 전지용 그래핀 나노복합체의 청정합성방법 개발,9991005825,교육부,영남대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",나노화학공정기술,기초연구,50700000,50700000,20130501,20140430
2013,PTO-2013-0025651136,특허,화면내 예측 부호화 방법 및 이를 수행하는 영상 부호화 장치,10-2013-0021233,nan,단국대학교 천안캠퍼스 산학협력단;,"H04N 19/593,H04N 19/157,H04N 19/176,H04N 19/182",대한민국,nan,nan,nan,그린 동영상 압축 기술과 무선전송을 위한 결합된 소스코드와 채널코드에 대한 연구,9991005499,교육부,단국대학교(천안캠퍼스),대학,기타 정보기술,영상/음향기기,기초연구,33020000,33020000,20130501,20140430
2013,PTO-2013-0025676612,특허,애플리케이션의 인터랙티비티를 디자인하는 방법 및 장치,10-2013-0032035,nan,KAIST;,"G06F 9/445,G06F 9/451,G06F 3/048,G06F 3/14,G06F 11/36,G06F 8/38",대한민국,nan,nan,nan,신개념 인터랙션 디자인을 위한 이론 및 시스템 개발,1345173859,교육과학기술부,한국과학기술원,대학,멀티미디어 단말기 및 운영체계기술,임베디드 S/W,개발연구,59524000,59524000,20120901,20130831
2013,PTO-2013-0025654904,특허,컬럼선택밸브 및 이를 이용한 이중 온라인 액체크로마토그래피 장치와 단일전기분무이온원의 연결구조,10-2013-0045438,nan,고려대학교 산학협력단;,"G01N 30/02,G01N 30/20,G01N 30/72",대한민국,nan,nan,nan,유전질환 특이적 생분자 시그너처의 효율적 발굴을 위한 단백체-to-유전체 매핑 원천기술 개발 및 적용,1345203189,미래창조과학부,고려대학교,대학,단백질체 연구,임상의학,기초연구,800000000,800000000,20130601,20140531
2013,PTO-2013-0025654871,특허,센터 마운트 및 그를 구비한 볼바 시스템,10-2013-0067247,nan,경북대학교 산학협력단;,"G01B 21/32,G01B 21/16,G01B 21/04",대한민국,nan,nan,nan,기계연구소,1345201871,교육부,경북대학교,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,로봇 설계기술,응용연구,687000000,787000000,20130501,20140430
2013,PTO-2013-0025015982,특허,인삼품종 판별용 PNA 프로브 및 이를 포함하는 바이오칩,10-2013-0096543,nan,농촌진흥청;,"C12N 15/11,C12Q 1/68",대한민국,nan,nan,nan,국내산 인삼 및 약초의 품종 인증을 위한 바이오칩 개발(인삼특작시험연구),1395018357,농촌진흥청,국립원예특작과학원,국공립연구소,바이오칩 개발기술,식량작물과학,개발연구,300000000,300000000,20090101,20091231
2013,PTO-2013-0025437614,특허,졸-겔 반응에 의한 방사성 동위원소 하이브리드 나노복합체 입자의 제조 방법 및 그 방법으로 제조된 방사성 동위원소 하이브리드 나노복합체 입자,10-2013-0105666,nan,한국원자력연구원;,"B82B 3/00,B82B 1/00",대한민국,nan,nan,nan,원자핵기반 응용기술 개발,1711006035,미래창조과학부,한국원자력연구원,출연연구소,기타 에너지기술,양자공학/레이저 응용기술,개발연구,2608000000,2608000000,20130101,20131231
2013,PTO-2013-0025712760,특허,"투명 플렉시블 하드코팅 필름, 및 이의 제조 방법",10-2013-0018030,nan,한국과학기술원;,"C09D 183/06,C09D 5/00,C08J 7/046,C08J 7/16,C08J 5/18",대한민국,nan,nan,nan,차세대 플렉시블 디스플레이 융합 센터,1345198307,미래창조과학부,한국과학기술원,대학,차세대디스플레이기술,디스플레이 부품/소재,개발연구,1036000000,1111000000,20130301,20140228
2013,PTO-2013-0025712241,특허,MARCH5 발현 안정화를 통해 HBx 분해를 유도하는 간암 치료제 스크리닝 방법,10-2013-0127804,nan,아주대학교 산학협력단;,"C12Q 1/68,G01N 33/574",대한민국,nan,nan,nan,유전체 불안정성 제어 연구센터,1711002204,미래창조과학부,아주대학교,대학,생명현상 및 기능연구,분자세포생물학,기초연구,1160000000,1260000000,20130901,20140831
2013,PTO-2013-0025437617,특허,방사성동위원소 표지화합물의 제조를 위한 모듈형 키트 및 공정장치,10-2013-0070583,nan,한국원자력연구원;,G21H 5/02,대한민국,nan,nan,nan,원자핵기반 응용기술 개발,1711006035,미래창조과학부,한국원자력연구원,출연연구소,기타 에너지기술,양자공학/레이저 응용기술,개발연구,2608000000,2608000000,20130101,20131231
2013,PTO-2013-0025414248,특허,"3-아미노메틸 아제티딘 화합물, 이를 포함하는 우울증, 정신 질환, 조루증, 또는 신경병증성 통증의 예방 또는 치료용 약학 조성물, 및 상기 약학 조성물을 포함하는 제제",10-2013-0127873,nan,한국과학기술연구원;,"C07D 205/04,A61K 31/397,A23L 33/10",대한민국,nan,nan,nan,삼중 재흡수 저해에 의한 우울증 후보물질 개발,1711005008,다부처,한국과학기술연구원,출연연구소,난치성 질환 치료기술,의약품 합성/탐색,개발연구,580000000,580000000,20130101,20140630
2013,PTO-2013-0025416093,특허,모드분리기법을 이용한 매설배관의 누설위치 추정방법,10-2013-0167910,nan,한국원자력연구원;,"F17D 5/02,F17D 5/06,G01M 3/24,G01N 29/44,G01H 17/00",대한민국,nan,nan,nan,지하매설 배관 누설감시 신기술 개발,1711005712,미래창조과학부,한국원자력연구원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,원전 건설/운영기술,기초연구,100000000,100000000,20130101,20131231
2013,PTO-2013-0025654298,특허,정전분무장치,10-2013-0068443,nan,한양대학교 산학협력단;,B05B 5/04,대한민국,nan,nan,nan,단일공정/연속증착을 통한 고기능성 융복합 전극 제조에 따른 중저온형 고성능 고체산화물 연료전지 기술 개발,1345204893,미래창조과학부,한양대학교,대학,연료전지기술,연료전지,기초연구,100000000,100000000,20130601,20140531
2013,PTO-2013-0025654256,특허,방사선조사에 의한 금속 나노입자가 함유된 탄소소재의 제조방법 및 이에 따라 제조되는 금속 나노입자가 함유된 탄소소재,10-2013-0054364,nan,한국원자력연구원;,"B22F 9/24,B22F 1/00,G21F 1/10,B22F 9/24,B22F 3/24",대한민국,nan,nan,nan,방사선 이용 고성능 유무기 복합재료 제조기술 개발,1345198653,미래창조과학부,한국원자력연구원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,방사선기술,응용연구,1300000000,1300000000,20130301,20140228
2013,PTO-2013-0025654201,특허,나노촉매 필터 및 그의 제조방법,10-2013-0034022,nan,고려대학교 산학협력단;,"B01D 39/20,B01D 53/86,B01J 21/06,B01J 37/34",대한민국,nan,nan,nan,금속 및 산화물 기반 차원융합 나노플랫폼 핵심기술 연구,1345199641,미래창조과학부,고려대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",기능재료,기초연구,283000000,283000000,20130501,20140430
2013,PTO-2013-0025650654,특허,RBAC의 보안 개념이 적용된 무인 비행체 제어 시스템 및 방법,10-2013-0024692,nan,건국대학교 산학협력단;,"G05D 1/00,G05D 1/02",대한민국,nan,nan,nan,소형 무인비행체의 지능 고도화를 위한 클라우드 기반 SW 플랫폼 연구,1711005024,미래창조과학부,건국대학교,대학,지능형 자율비행 무인비행기기 시스템(UAV)기술,U-컴퓨팅,기초연구,198000000,198000000,20130501,20140430
2013,PTO-2013-0025001846,특허,식물 조직 특이적인 BrLRP1 프로모터,10-2013-0018536,nan,농촌진흥청;,"C12N 15/82,C07K 14/415,A01H 4/00",대한민국,nan,nan,nan,IT·BT 기술융합을 통한 농생물 고유 유전자 대량 발굴 시스템 구축(농업생명자원연구),1395022270,농촌진흥청,농촌진흥청 본청,국공립연구소,생물정보학 기술,유전체학,기초연구,110000000,110000000,20110101,20111231
2013,PTO-2013-0025676173,특허,알루미늄 성분이 없는 생체활성 글라스아이오노머 시멘트용 글라스 분말 조성물,10-2013-0133814,nan,단국대학교 산학협력단;,"A61K 6/849,A61K 6/884,A61P 1/02",대한민국,nan,nan,nan,생체유리 나노섬유 강화 생활성 글라스아이오노머 시멘트 개발,1345145709,교육과학기술부,단국대학교 산학협력단,대학,나노 바이오 물질 합성 및 분석기술,치과생체재료학,기초연구,60000000,60000000,20110501,20120430
2013,PTO-2013-0025654158,특허,"신규한 화합물, 이의 제조방법 및 이를 이용한 유기발광소자",10-2013-0045646,nan,주식회사 엘지화학;,"C07D 413/14,C07D 209/82,C09K 11/06,H01L 51/50",대한민국,nan,nan,nan,분자설계를 통한 키랄 유기소재의 비대칭합성법 연구,1711001899,미래창조과학부,서울대학교,대학,기타 나노소재기술,유기합성방법론,기초연구,404000000,404000000,20130920,20140919
2013,PTO-2013-0025724780,특허,문턱값 기반 부호화 단위 분할을 이용한 고속 인트라 부호화 방법 및 장치,10-2013-0154410,nan,연세대학교산학협력단;,"H04N 19/102,H04N 19/593",대한민국,nan,nan,nan,디지털 방송장비 연구,1415128746,미래창조과학부,연세대학교 산학협력단,대학,기타 네트워크기술,디지털방송,기타,720000000,1102000000,20130101,20131231
2013,PTO-2013-0025660915,특허,지방족 폴리카보네이트 및 이의 방향족 폴리에스터 공중합체로 구성된 매크로-폴리올,10-2013-0122688,nan,아주대학교 산학협력단;,"C08G 64/02,C08G 63/64,C08G 63/82",대한민국,nan,nan,nan,이산화탄소의 폴리카보네이트/폴리에스터로의 혁신적 전환 촉매기술,1711001310,미래창조과학부,아주대학교,대학,환경친화형소재(Eco-material)개발기술,무기화학,기초연구,498000000,498000000,20130601,20140531
2013,PTO-2013-0025650158,특허,병렬화 기법을 활용하는 플래시 메모리 칩,10-2013-0062822,nan,서울대학교산학협력단;,"G11C 16/06,G06F 12/02,G06F 13/16,G11C 7/10",대한민국,nan,nan,nan,정확성 검증이 가능한 플래시메모리 소프트웨어,1345201071,미래창조과학부,서울대학교,대학,멀티미디어 단말기 및 운영체계기술,오퍼레이팅 시스템,응용연구,234000000,234000000,20130501,20140430
2013,PTO-2013-0025661016,특허,돌연변이가 유발된 단세포 생물체의 선별방법 및 이에 사용되는 미세유체 장치,10-2013-0006466,nan,고려대학교산학협력단;,"C12Q 1/04,G01N 35/08,G01N 21/76",대한민국,nan,nan,nan,생물학적 이산화탄소 고속전환 유기 자원화 기술,1345201819,미래창조과학부,고려대학교,대학,생물공정 기술,생물화학 공정기술,기초연구,500000000,500000000,20130601,20140531
2013,PTO-2013-0025717603,특허,사이코스 에피머화 효소 및 이를 이용한 사이코스로 전환용 조성물,10-2013-0094773,nan,주식회사삼양제넥스;,"C12N 9/90,C12N 15/70,C12P 19/02,C12P 19/24",대한민국,nan,nan,nan,신규 효소 개량 및 균주 스크리닝을 이용한 설탕대체용 사이코스 대량생산 방법 개발,1545007364,농림축산식품부,(주) 삼양제넥스 식품연구소,중견기업,생물공정 기술,효소/생물전환 반응,개발연구,150000000,300000000,20131218,20141217
2013,PTO-2013-0025722001,특허,배 (embryo)조직 특이 프로모터,10-2013-0000061,nan,고려대학교산학협력단;,"C12N 15/82,C12N 15/82,C12Q 1/6865",대한민국,nan,nan,nan,돼지유행성 설사병 예방을 위한 벼 신품종 개발,1545006215,농림축산식품부,전북대학교,대학,유전체기반 기술,식량작물과학,개발연구,150000000,150000000,20130410,20140409
2013,PTO-2013-0025721817,특허,"두께 조절 및 공극 크기 조절이 가능한 나노섬유 지지체의 제조방법, 이에 의하여 제조된 나노섬유 지지체 및 이에 사용되는 나노섬유 지지체의 제조장치",10-2013-0056586,nan,한림대학교;,"D01D 5/00,D04H 1/728,A61L 27/56,B82Y 40/00",대한민국,nan,nan,nan,누에고치 단백질의 화상 치료효과에 대한 입증과 이를 이용한 화상 전용 실크 피브로인 나노섬유 폼/스펀지의 개발,1545007083,농림축산식품부,한림대학교 산학협력단,대학,기타 농업·해양·환경 응용기술,기타 보건의료,개발연구,100000000,133400000,20131104,20141103
2013,PTO-2013-0025650772,특허,3차원 형태의 구리 나노구조물 및 그 형성 방법,10-2013-0090733,nan,아주대학교산학협력단;,"B22F 1/00,B81C 1/00,C23C 18/16,C23C 18/18,C23C 18/40",대한민국,nan,nan,nan,3차원 고종횡비 미세구조물의 템플릿리스 직접 패터닝을 위한 다방향 경사 플라즈마 식각,1345199365,미래창조과학부,아주대학교,대학,나노화학 공정기술,기초무기소재 공정기술,기초연구,99000000,99000000,20130501,20140430
2013,PTO-2013-0025650866,특허,금나노입자-앱타머 결합체를 기반으로 하는 단백질 전달체 및 이의 제조 방법,10-2013-0158104,nan,중앙대학교 산학협력단;,"A61K 9/16,A61K 9/14,A61K 47/48,C12N 15/115",대한민국,nan,nan,nan,신기능이미징연구소,9991001416,교육부,중앙대학교,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,복합물리,기초연구,562000000,732000000,20130901,20140831
2013,PTO-2013-0025414420,특허,녹조 제어용 천적생물 배양을 위한 플랑크톤 배양장치,10-2013-0031051,nan,농어촌연구원;(주)아썸;,C12M 1/00,대한민국,nan,nan,nan,농업용저수지 녹조방지를 위한 천적생물 적용기술 실규모 실용화연구,1545007192,농림축산식품부,농어촌연구원,기타,수질오염처리 및 재이용기술,수질오염 방지기술,개발연구,150000000,150000000,20130101,20141231
2013,PTO-2013-0025723913,특허,사용자 의도 파악 어플리케이션 서비스 방법 및 서버와 이를 이용한 사용자 의도 파악 어플리케이션 서비스 시스템,10-2013-0054346,nan,아주대학교산학협력단;,"G06F 17/00,G06F 9/44,H04B 1/40",대한민국,nan,nan,nan,B4G 이동통신 시스템 네트워크 가상화 기반기술 연구 및 인력 양성,1415128926,미래창조과학부,한양대학교 산학협력단,대학,기타 정보기술,달리 분류되지 않는 정보/통신,기타,800000000,1131445000,20130101,20131231
2013,PTO-2013-0025723887,특허,시선 추적 장치 및 방법,10-2013-0139398,nan,동국대학교산학협력단;,"G06F 3/01,G06F 3/033",대한민국,nan,nan,nan,소환현실기반 콘텐츠 제작을 위한 실감형 인터랙션 NUI/NUX 플랫폼 기술 개발,1711001261,미래창조과학부,동국대학교 산학협력단,대학,기타 정보기술,달리 분류되지 않는 정보/통신,응용연구,640000000,806377000,20130601,20131231
2013,PTO-2013-0025694303,특허,돼지 소모성 질병의 치료 또는 예방을 위한 젖소 초유 항체 조성물,10-2013-0166017,nan,농림축산검역본부;,"A61K 39/395,A61K 39/00",대한민국,nan,nan,nan,동물의 바이러스 질병에 대한 정밀진단 및 혈청검사,1545003578,농림수산식품부,농림수산식품부 농림수산검역검사본부 동물방역부 질병진단과,국공립연구소,기타 농업·해양·환경 응용기술,달리 분류되지 않는 수의과학,기초연구,25600000,25600000,20120102,20121231
