성과연도,성과고유번호,성과구분,성과명,전담기관 등록(기탁)번호,저널명 OR 성과명(영문) 등,저자 OR 저작자 등,IPC OR 등록기관 등,국내외구분 OR 제조사 등,초록(국문),초록(영문),키워드,유발과제명,과제고유번호,부처명,과제수행기관,연구수행주체,6T분류,과학기술표준분류
2013,PTO-2013-0025651736,특허,모바일 기기에서의 아바타 애니메이션 생성 장치 및 방법,10-2013-0042185,nan,중앙대학교 산학협력단;,"G06T 13/40,G06Q 50/10,G06Q 50/30",대한민국,nan,nan,nan,Touch  Shake 메타포에 의한 모바일 아바타 동작 생성 원리,1345212352,교육부,중앙대학교,대학,가상현실 및 인공지능 응용기술,정보이론
2013,PTR-2013-0025651650,특허,단말기 간의 보안 통신 방법 및 그 장치,10-1297936-0000,nan,가톨릭대학교 산학협력단;,"H04L 9/08,H04L 29/06,H04W 12/04",대한민국,nan,nan,nan,QoS 단말에서의 실시간 품질 측정 및 품질 기반 요금 부과 시스템 연구,9991004811,교육부,가톨릭대학교,대학,멀티미디어 단말기 및 운영체계기술,광대역 통합망
2013,PTR-2013-0025676067,특허,영가 마그네슘을 이용한 크롬 6가 이온의 제거방법,10-1245547-0000,nan,연세대학교 산학협력단;,"C02F 1/62,C02F 1/70,C02F 101/20",대한민국,nan,nan,nan,영가마그네슘을 이용한 오염원소 정화처리 신기술 연구,1345172052,교육과학기술부,연세대학교,대학,자연환경·오염토양·지하수의 정화·복원기술,지구화학
2013,PTR-2013-0025675976,특허,혈관신생 촉진용 약학 조성물 및 혈관신생 촉진용 활성물질을 스크리닝하는 방법,10-1234807-0000,nan,한국원자력의학원;,"A61K 39/395,A61P 9/10,A61P 9/04,A61P 9/00",대한민국,nan,nan,nan,분비열충격단백질(secretory HSP27) 유도체를 이용한 종양혈관내피세포 타겟팅 표적항암신물질 개발,1345172028,교육과학기술부,한국원자력의학원,출연연구소,바이오신약 개발기술,의약품/의약품개발
2013,PTR-2013-0025651172,특허,"유비쿼터스 지능형 육아 서비스 및 맞춤형 교육 서비스 방법, 장치 및 기록 매체",10-1248323-0000,nan,한국과학기술원;,"G06Q 50/20,G10L 15/00,H04W 4/12,G06F 3/16",대한민국,nan,nan,nan,감정 기반 사용자 친화적 음성 인터페이스 개발,1711004876,미래창조과학부,영동대학교,대학,신호처리기술(영상·음성처리·인식·합성),감성과학
2013,PTO-2013-0025651063,특허,미공개,10-2013-0124943,nan,성균관대학교 산학협력단;,"A61K 48/00,A61P 35/00",대한민국,nan,nan,nan,Notch 신호전달을 변형시키는 새로운 인자의 기능 분석,9991005180,교육부,성균관대학교(자연과학캠퍼스),대학,생명현상 및 기능연구,분자세포 생물학
2013,PTO-2013-0025675320,특허,생체 적합 온도 내에서 큐리 온도를 가지는 자성 나노입자 및 그 제조 방법,2013-551917,nan,고려대학교산학협력단;,nan,일본,nan,nan,nan,자성천이제어와 영속발광이 가능한 복합기능 마그네틱-포토닉 나노결정 개발,1345149113,교육과학기술부,고려대학교 산학협력단,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,기능재료
2013,PTR-2013-0025655748,특허,저유전 박막 및 그 제조방법,10-1326254-0000,nan,한국과학기술원;,"C23C 16/18,C23C 16/56,C23C 16/30,H01L 21/205,C23C 16/46,C23C 16/513",대한민국,nan,nan,nan,새로운 방식의 나노패턴 기술 개발과 응용,1345201584,미래창조과학부,한국과학기술원,대학,나노패터닝 공정기술,나노소재기술
2013,PTR-2013-0025709574,특허,펄스 도플러 레이더 수신기 및 방법,10-1308831-0000,nan,재단법인대구경북과학기술원;,"G01S 13/53,G01S 13/93,G01S 13/58,B60W 30/08,B60R 21/013,G01S 7/285",대한민국,nan,nan,nan,이동 객체용 스마트 센서 핵심 기술 개발,1711008554,미래창조과학부,대구경북과학기술원,출연연구소,집적회로기술,센서부품
2013,PTR-2013-0025709564,특허,"이중 블럭 엘라스틴 단백질 및 그 유전자, 그 발현 벡터",10-1245253-0000,nan,재단법인대구경북과학기술원;,"C07K 14/78,C07K 19/00",대한민국,nan,nan,nan,공공안전실시간능동감지 및 대처기술개발,1711008657,미래창조과학부,대구경북과학기술원,출연연구소,바이오칩 개발기술,융합바이오
2013,PTR-2013-0025712715,특허,복사열을 열원으로 이용하는 열전소자 및 그 제조 방법,10-1302747-0000,nan,한국전자통신연구원;,"H01L 35/32,H01L 35/02,H01L 35/14,H01L 35/34",대한민국,nan,nan,nan,정보통신미래신기술연구사업,1415104810,지식경제부,한국전자통신연구원,출연연구소,기타 나노소자 및 시스템기술,기타 전기/전자
2013,PTO-2013-0025714488,특허,암석 열전도도 측정 장치 및 이의 사용방법,10-2013-0118986,nan,한국지질자원연구원;,"G01N 25/18,G01N 33/24,G01N 1/36,B25B 11/00",대한민국,nan,nan,nan,심지층을 활용한 CO2 지중저장 및 녹색에너지자원 확보기술 개발,1711009424,미래창조과학부,한국지질자원연구원,출연연구소,기타 에너지기술,지구물리학
2013,PTR-2013-0025709559,특허,세정제가 그라프팅된 폴리머를 포함하는 EMC 몰드 세정용 조성물,10-1342703-0000,nan,재단법인대구경북과학기술원;,"C11D 3/37,C11D 7/02,C11D 7/32",대한민국,nan,nan,nan,표면 특성 제어 기술을 이용한 고활성 나노 소재 응용 기술 개발,1711008655,미래창조과학부,대구경북과학기술원,출연연구소,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",무기나노화학
2013,PTR-2013-0025709549,특허,C-반응성 단백질 검출용 칩 및 이의 제조 방법,10-1251063-0000,nan,재단법인대구경북과학기술원;,"G01N 33/68,G01N 33/553",대한민국,nan,nan,nan,분자조립에 의한 바이오재료 개발,1711008651,미래창조과학부,대구경북과학기술원,출연연구소,기능성 바이오소재 기반기술,나노화학
2013,PTR-2013-0025709539,특허,카메라를 이용한 손동작 인식 방법 및 장치,10-1269107-0000,nan,재단법인대구경북과학기술원;,"G06K 9/00,G06T 7/20,H04N 1/00",대한민국,nan,nan,nan,실감몰입형 Natural Human Interaction 기술 개발,1711008549,미래창조과학부,대구경북과학기술원,출연연구소,신호처리기술(영상·음성처리·인식·합성),U-컴퓨팅
2013,PTR-2013-0025712673,특허,네트워크 가용대역폭 고속 측정 방법 및 전송지연추세 측정장치,10-1239472-0000,nan,한국전자통신연구원;,H04L 12/26,대한민국,nan,nan,nan,광가입자망 서비스개발 실험사업,1415104366,지식경제부,한국전자통신연구원,출연연구소,대용량 광전송 시스템기술,기타정보/통신
2013,PTR-2013-0025709526,특허,스마트 실시간 공연 시스템 및 그 방법,10-1271590-0000,nan,재단법인대구경북과학기술원;,"G06Q 50/10,H04W 4/02,G06K 9/18",대한민국,nan,nan,nan,IT융합기술미래전략기획 및 비즈니스모델 연구,1711008545,미래창조과학부,대구경북과학기술원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,경영전략/윤리
2013,PTO-2013-0025714379,특허,석탄선별장치,10-2013-0037326,nan,한국지질자원연구원;,"B07B 1/28,B07B 4/08,B07B 9/02,B07B 1/42,B07B 13/04",대한민국,nan,nan,nan,석탄자원의 안정적 확보를 위한 저급석탄의 선탄기술 개발,1711009439,미래창조과학부,한국지질자원연구원,출연연구소,기타 청정생산기술,자원 활용
2013,PTR-2013-0025676129,특허,적층 트랜지스터를 사용한 RF 전력 증폭기,10-1287650-0000,nan,서강대학교산학협력단;,"H03F 1/22,H03F 1/32,H03F 1/56,H03F 3/10,H03F 3/193",대한민국,nan,nan,nan,SDR 응용을 위한 디지털 RF 신호 합성 및 선형 송신기에 대한 연구,1345150930,교육과학기술부,서강대학교 산학협력단,대학,기타 정보통신 부품기술,이동통신 모듈/부품
2013,PTO-2013-0025714527,특허,해저 심부에서 발생하는 이산화탄소의 유출 감시를 위한 동영상 촬영 시스템 및 방법,10-2013-0148572,nan,한국지질자원연구원;,"G01V 8/10,G01B 11/00",대한민국,nan,nan,nan,심지층을 활용한 CO2 지중저장 및 녹색에너지자원 확보기술 개발,1711009424,미래창조과학부,한국지질자원연구원,출연연구소,기타 에너지기술,지구물리학
2013,PTR-2013-0025714544,특허,지질 온톨로지 서비스 시스템,10-1220960-0000,nan,한국지질자원연구원;,G06F 16/00,대한민국,nan,nan,nan,지각진화 추적기술 개발 및 지질정보 구축,1711009425,미래창조과학부,한국지질자원연구원,출연연구소,기타 환경기반기술,구조지질학
2013,PTO-2013-0025652959,특허,졸-겔 공정을 이용한 희토류계 질화물의 제조방법,10-2013-0137671,nan,한국기계연구원;,"C01B 21/06,C01F 17/00",대한민국,nan,nan,nan,저온 자기냉각용 고효율 자기열량재료 연구,1711006012,미래창조과학부,한국기계연구원부설 재료연구소,출연연구소,기타 에너지기술,금속재료
2013,PTO-2013-0025652909,특허,벨벳애플 추출물을 유효성분으로 함유하는 염증성 질환 또는 알레르기 질환의 예방 및 치료용 약학적 조성물,201180046996.4,nan,한국생명공학연구원;,nan,중국,nan,nan,nan,해외식물을 이용하여 천식 및 COPD 치료제 전임상 후보 개발,1711003011,미래창조과학부,한국생명공학연구원,출연연구소,기타기초·기반기술,기타 생명과학
2013,PTO-2013-0025652868,특허,초기 순환 관류 영상과 지연 증강 영상의 차 영상을 이용한 심근 생존능 분석 방법 및 장치,10-2013-0045423,nan,연세대학교 산학협력단;,"A61B 6/03,A61B 6/00,A61B 5/00,A61B 5/026",대한민국,nan,nan,nan,연세 - Cedars-Sinai 심장융합영상연구센터 설립,1711000151,미래창조과학부,연세대학교,대학,의과학·의공학 기술,치료/진단기기
2013,PTO-2013-0025650913,특허,롤투롤 인쇄 시스템의 로드셀 캘리브레이션 장치,10-2013-0069961,nan,건국대학교 산학협력단;,"B41J 15/16,B65H 23/04",대한민국,nan,nan,nan,건국대학교-VTT 공동 연구를 통한 다층 유연 전자소자 인쇄기술개발,1711003006,미래창조과학부,건국대학교,대학,기타 정보기술,열/표면처리
2013,PTR-2013-0025650796,특허,금속 나노 입자 기반 핵산 전달용 조성물 및 이의 제조방법,10-1255149-0000,nan,"한세광,이민영,박기태,이휘원,김기수;","A61K 47/48,A61K 9/16,A61K 9/24,A61K 47/30",대한민국,nan,nan,nan,단백질 맞춤형 약효 장기 지속성 고분자-단백질 접합체 약물전달시스템,1711006939,미래창조과학부,포항공과대학교,대학,바이오신약 개발기술,의약품/의약품개발
2013,PTO-2013-0025650693,특허,미공개,10-2013-0095382,nan,울산과학기술대학교 산학협력단;,"C25B 11/03,C25B 11/10",대한민국,nan,nan,nan,MOF 기반 차세대 융합소재 연구,1711000189,미래창조과학부,울산과학기술대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",무기화학
2013,PTR-2013-0025650613,특허,2종의 유기층을 이용하는 백색 유기 발광 다이오드 및 이의 제조 방법,10-1259532-0000,nan,단국대학교 산학협력단;,"H01L 51/50,H05B 33/14",대한민국,nan,nan,nan,광요법용 고휘도 진적색 인광 OLED의 제작과 응용,9991005059,교육부,단국대학교(천안캠퍼스),대학,차세대디스플레이기술,디스플레이
2013,PTO-2013-0025655722,특허,지질 대사체를 포함하는 방사선 피폭 진단용 바이오마커 조성물 및 이를 이용한 진단방법,10-2013-0164166,nan,한국원자력의학원;,"G01N 33/92,G01N 27/62",대한민국,nan,nan,nan,방사선 생체 대사 산물 검색과 활용 기술 개발,1711004698,미래창조과학부,한국원자력의학원,출연연구소,생명현상 및 기능연구,방사선 의학/의공학 기술
2013,PTR-2013-0025714556,특허,원심분리형 수처리 장치,10-1226599-0000,nan,한국지질자원연구원;,"C02F 1/38,C02F 1/52",대한민국,nan,nan,nan,대수층 인공함양 지하수 확보 융복합 핵심기술 개발,1711009422,미래창조과학부,한국지질자원연구원,출연연구소,기타 환경기반기술,물관리
2013,PTO-2013-0025714389,특허,산사태 발생면 가변형 토조 실험장치,10-2013-0047329,nan,한국지질자원연구원;,"G01M 99/00,G01M 10/00,E02D 1/02,E02D 33/00",대한민국,nan,nan,nan,광산개발에 따른 지질환경재해 확산제어 기술 개발,1711009423,미래창조과학부,한국지질자원연구원,출연연구소,자연환경·오염토양·지하수의 정화·복원기술,산사태발생 분석/예측
2013,PTR-2013-0025676399,특허,임피던스-유도파 기반의 손상 감지 방법 및 임피던스-유도파 통합 계측 장치,10-1225703-0000,nan,한국과학기술원;,"G01B 7/16,G01B 17/04,E02D 33/00,G01M 5/00,G01D 5/14",대한민국,nan,nan,nan,원전설비 상시안전진단을 위한 원천기술 개발,1345170880,교육과학기술부,한국과학기술원,대학,기타 정보처리시스템 및 S/W 기술,원전재료 열화 손상대처 및 기기/구조건전성 평가기술
2013,PTO-2013-0025651983,특허,미공개,10-2013-0089868,nan,서울대학교산학협력단;,"C07C 231/06,C07C 233/65,C07C 231/22,B01J 31/16",대한민국,nan,nan,nan,유기금속촉매를 이용한 원자경제적 아마이드 결합 합성 방법 개발,1345201973,미래창조과학부,서울대학교,대학,기타 환경기반기술,유기합성방법론
2013,PTO-2013-0025651984,특허,차량용 전자식 솔레노이드 구조의 진동특성 평가방법,10-2013-0095892,nan,공주대학교 산학협력단;,"G01M 15/12,G01M 13/003,G01M 17/007,G01H 17/00",대한민국,nan,nan,nan,자동차 가변용량식 압축기용 ECV(전자제어식솔레노이드밸브) 개발,1345211595,교육부,공주대학교(천안공과대학),대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,공조기술
2013,PTR-2013-0025739543,특허,전기버스 및 전기버스 배터리 교환 시스템,10-1313278-0000,nan,국민대학교산학협력단;,B60L 11/18,대한민국,nan,nan,nan,교통융합충전인프라 기술개발,1615005971,국토해양부,자동차부품연구원,기타,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,교통시설기반기술
2013,PTR-2013-0025739534,특허,개별적으로 사용되는 수소 고압용기의 충전상태를 모니터링하고 수소를 충전 및 방출하는 기구,10-1340314-0000,nan,대한민국;,"F17C 13/02,F17C 13/04",대한민국,nan,nan,nan,수소연료전지자동차 안전성평가기술개발,1615002056,국토해양부,교통안전공단,기타,연료전지기술,시설물안전/유지관리 기술
2013,PTR-2013-0025739530,특허,수소 연료전지 차량의 연비측정 장치,10-1259363-0000,nan,교통안전공단;,"G01F 9/00,G01M 17/007,B60K 37/00,B60L 50/50,G01D 21/02",대한민국,nan,nan,nan,수소연료전지자동차 안전성평가기술개발,1615002056,국토해양부,교통안전공단,기타,연료전지기술,시설물안전/유지관리 기술
